Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Cost_per_procedure,Daily_Operating_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Net-Profit (daily),,,,
7/7/2023,MRI_1011,MRI Scanner,Radiology,15,2,0.13,1,30000,5000,"KES 30,000",Friday,July,FALSE,"KES 25,000",,,,
7/30/2023,MAMMO_1012,Mammography Unit,Women's Health,17,9.2,0.54,8,5000,1000,"KES 40,000",Sunday,July,TRUE,"KES 39,000",,,,
11/27/2023,CT_1013,CT Scanner,Radiology,8,7.3,0.91,20,10000,3000,"KES 200,000",Monday,November,FALSE,"KES 197,000",,,,
9/28/2023,CT_1014,CT Scanner,Radiology,17,16.4,0.96,26,10000,3000,"KES 260,000",Thursday,September,FALSE,"KES 257,000",,,,
9/3/2023,CT_1015,CT Scanner,Radiology,17,5.2,0.31,17,10000,3000,"KES 170,000",Sunday,September,TRUE,"KES 167,000",,,,
3/20/2023,MRI_1016,MRI Scanner,Radiology,8,2.7,0.34,4,30000,5000,"KES 120,000",Monday,March,FALSE,"KES 115,000",,,,
8/26/2023,MAMMO_1017,Mammography Unit,Women's Health,13,5.4,0.42,11,5000,1000,"KES 55,000",Saturday,August,TRUE,"KES 54,000",,,,
4/18/2023,XRAY_1018,X-Ray Machine,Radiology,12,6.9,0.58,23,2000,1500,"KES 46,000",Tuesday,April,FALSE,"KES 44,500",,,,
1/17/2023,MRI_1019,MRI Scanner,Radiology,14,0.5,0.04,5,30000,5000,"KES 150,000",Tuesday,January,FALSE,"KES 145,000",,,,
11/26/2023,MAMMO_1020,Mammography Unit,Women's Health,17,3.2,0.19,13,5000,1000,"KES 65,000",Sunday,November,TRUE,"KES 64,000",,,,
1/28/2023,US_1021,Ultrasound,Radiology,11,8.6,0.78,35,3000,1000,"KES 105,000",Saturday,January,TRUE,"KES 104,000",,,,
12/23/2023,CT_1022,CT Scanner,Radiology,11,5.1,0.46,24,10000,3000,"KES 240,000",Saturday,December,TRUE,"KES 237,000",,,,
12/1/2023,US_1023,Ultrasound,Radiology,10,7.8,0.78,31,3000,1000,"KES 93,000",Friday,December,FALSE,"KES 92,000",,,,
1/24/2023,MAMMO_1024,Mammography Unit,Women's Health,11,4.5,0.41,11,5000,1000,"KES 55,000",Tuesday,January,FALSE,"KES 54,000",,,,
10/23/2023,MAMMO_1025,Mammography Unit,Women's Health,8,7.8,0.97,8,5000,1000,"KES 40,000",Monday,October,FALSE,"KES 39,000",,,,
1/13/2023,XRAY_1026,X-Ray Machine,Radiology,19,15.7,0.83,25,2000,1500,"KES 50,000",Friday,January,FALSE,"KES 48,500",,,,
8/30/2023,MRI_1027,MRI Scanner,Radiology,13,3.8,0.29,4,30000,5000,"KES 120,000",Wednesday,August,FALSE,"KES 115,000",,,,
11/9/2023,CT_1028,CT Scanner,Radiology,17,13,0.76,21,10000,3000,"KES 210,000",Thursday,November,FALSE,"KES 207,000",,,,
11/22/2023,CT_1029,CT Scanner,Radiology,12,3.8,0.32,8,10000,3000,"KES 80,000",Wednesday,November,FALSE,"KES 77,000",,,,
11/18/2023,XRAY_1030,X-Ray Machine,Radiology,12,6.2,0.52,30,2000,1500,"KES 60,000",Saturday,November,TRUE,"KES 58,500",,,,
1/1/2023,MAMMO_1031,Mammography Unit,Women's Health,15,12.5,0.83,6,5000,1000,"KES 30,000",Sunday,January,TRUE,"KES 29,000",,,,
6/27/2023,MRI_1032,MRI Scanner,Radiology,9,2.2,0.24,5,30000,5000,"KES 150,000",Tuesday,June,FALSE,"KES 145,000",,,,
10/2/2023,XRAY_1033,X-Ray Machine,Radiology,14,10.5,0.75,26,2000,1500,"KES 52,000",Monday,October,FALSE,"KES 50,500",,,,
9/26/2023,US_1034,Ultrasound,Radiology,10,6.9,0.69,39,3000,1000,"KES 117,000",Tuesday,September,FALSE,"KES 116,000",,,,
5/20/2023,MAMMO_1035,Mammography Unit,Women's Health,18,17.2,0.96,13,5000,1000,"KES 65,000",Saturday,May,TRUE,"KES 64,000",,,,
9/25/2023,MRI_1036,MRI Scanner,Radiology,11,2.2,0.2,1,30000,5000,"KES 30,000",Monday,September,FALSE,"KES 25,000",,,,
5/7/2023,US_1037,Ultrasound,Radiology,8,7.9,0.99,22,3000,1000,"KES 66,000",Sunday,May,TRUE,"KES 65,000",,,,
3/3/2023,MRI_1038,MRI Scanner,Radiology,12,0.9,0.07,1,30000,5000,"KES 30,000",Friday,March,FALSE,"KES 25,000",,,,
1/5/2023,US_1039,Ultrasound,Radiology,12,6,0.5,33,3000,1000,"KES 99,000",Thursday,January,FALSE,"KES 98,000",,,,
7/21/2023,US_1040,Ultrasound,Radiology,12,8.4,0.7,34,3000,1000,"KES 102,000",Friday,July,FALSE,"KES 101,000",,,,
1/24/2023,US_1041,Ultrasound,Radiology,8,7.5,0.94,24,3000,1000,"KES 72,000",Tuesday,January,FALSE,"KES 71,000",,,,
3/4/2023,XRAY_1042,X-Ray Machine,Radiology,9,8.8,0.98,9,2000,1500,"KES 18,000",Saturday,March,TRUE,"KES 16,500",,,,
1/12/2023,MAMMO_1043,Mammography Unit,Women's Health,11,8.5,0.77,8,5000,1000,"KES 40,000",Thursday,January,FALSE,"KES 39,000",,,,
1/21/2023,CT_1044,CT Scanner,Radiology,8,3.6,0.45,27,10000,3000,"KES 270,000",Saturday,January,TRUE,"KES 267,000",,,,
8/10/2023,XRAY_1045,X-Ray Machine,Radiology,17,13.1,0.77,17,2000,1500,"KES 34,000",Thursday,August,FALSE,"KES 32,500",,,,
4/20/2023,US_1046,Ultrasound,Radiology,8,6.3,0.79,16,3000,1000,"KES 48,000",Thursday,April,FALSE,"KES 47,000",,,,
4/18/2023,US_1047,Ultrasound,Radiology,12,11.2,0.93,23,3000,1000,"KES 69,000",Tuesday,April,FALSE,"KES 68,000",,,,
3/28/2023,US_1048,Ultrasound,Radiology,10,7.4,0.74,37,3000,1000,"KES 111,000",Tuesday,March,FALSE,"KES 110,000",,,,
7/7/2023,MAMMO_1049,Mammography Unit,Women's Health,18,4.1,0.23,11,5000,1000,"KES 55,000",Friday,July,FALSE,"KES 54,000",,,,
9/30/2023,MRI_1050,MRI Scanner,Radiology,15,2.9,0.19,2,30000,5000,"KES 60,000",Saturday,September,TRUE,"KES 55,000",,,,
9/6/2023,MAMMO_1051,Mammography Unit,Women's Health,14,6.8,0.49,11,5000,1000,"KES 55,000",Wednesday,September,FALSE,"KES 54,000",,,,
5/10/2023,XRAY_1052,X-Ray Machine,Radiology,12,9.5,0.79,28,2000,1500,"KES 56,000",Wednesday,May,FALSE,"KES 54,500",,,,
11/30/2023,CT_1053,CT Scanner,Radiology,10,4.8,0.48,25,10000,3000,"KES 250,000",Thursday,November,FALSE,"KES 247,000",,,,
12/8/2023,MAMMO_1054,Mammography Unit,Women's Health,17,8,0.47,11,5000,1000,"KES 55,000",Friday,December,FALSE,"KES 54,000",,,,
1/1/2023,XRAY_1055,X-Ray Machine,Radiology,12,7.1,0.59,26,2000,1500,"KES 52,000",Sunday,January,TRUE,"KES 50,500",,,,
8/20/2023,MAMMO_1056,Mammography Unit,Women's Health,10,5.2,0.52,23,5000,1000,"KES 115,000",Sunday,August,TRUE,"KES 114,000",,,,
11/21/2023,MAMMO_1057,Mammography Unit,Women's Health,12,3,0.25,25,5000,1000,"KES 125,000",Tuesday,November,FALSE,"KES 124,000",,,,
1/13/2023,MAMMO_1058,Mammography Unit,Women's Health,15,9.6,0.64,16,5000,1000,"KES 80,000",Friday,January,FALSE,"KES 79,000",,,,
9/12/2023,MAMMO_1059,Mammography Unit,Women's Health,20,11.4,0.57,30,5000,1000,"KES 150,000",Tuesday,September,FALSE,"KES 149,000",,,,
1/7/2023,CT_1060,CT Scanner,Radiology,18,12.6,0.7,27,10000,3000,"KES 270,000",Saturday,January,TRUE,"KES 267,000",,,,
8/4/2023,US_1061,Ultrasound,Radiology,12,7.5,0.62,15,3000,1000,"KES 45,000",Friday,August,FALSE,"KES 44,000",,,,
3/25/2023,MAMMO_1062,Mammography Unit,Women's Health,20,10.8,0.54,17,5000,1000,"KES 85,000",Saturday,March,TRUE,"KES 84,000",,,,
1/11/2023,MRI_1063,MRI Scanner,Radiology,8,3.9,0.49,4,30000,5000,"KES 120,000",Wednesday,January,FALSE,"KES 115,000",,,,
12/24/2023,US_1064,Ultrasound,Radiology,8,7.6,0.95,28,3000,1000,"KES 84,000",Sunday,December,TRUE,"KES 83,000",,,,
9/1/2023,XRAY_1065,X-Ray Machine,Radiology,16,6.2,0.39,25,2000,1500,"KES 50,000",Friday,September,FALSE,"KES 48,500",,,,
2/21/2023,CT_1066,CT Scanner,Radiology,8,5.2,0.65,14,10000,3000,"KES 140,000",Tuesday,February,FALSE,"KES 137,000",,,,
4/6/2023,CT_1067,CT Scanner,Radiology,19,14.5,0.76,14,10000,3000,"KES 140,000",Thursday,April,FALSE,"KES 137,000",,,,
1/21/2023,US_1068,Ultrasound,Radiology,9,6.3,0.7,29,3000,1000,"KES 87,000",Saturday,January,TRUE,"KES 86,000",,,,
3/25/2023,CT_1069,CT Scanner,Radiology,20,5.6,0.28,24,10000,3000,"KES 240,000",Saturday,March,TRUE,"KES 237,000",,,,
4/5/2023,MAMMO_1070,Mammography Unit,Women's Health,14,7.3,0.52,22,5000,1000,"KES 110,000",Wednesday,April,FALSE,"KES 109,000",,,,
7/2/2023,XRAY_1071,X-Ray Machine,Radiology,20,6.1,0.3,7,2000,1500,"KES 14,000",Sunday,July,TRUE,"KES 12,500",,,,
2/22/2023,US_1072,Ultrasound,Radiology,8,7.3,0.91,26,3000,1000,"KES 78,000",Wednesday,February,FALSE,"KES 77,000",,,,
2/2/2023,US_1073,Ultrasound,Radiology,11,6.5,0.59,16,3000,1000,"KES 48,000",Thursday,February,FALSE,"KES 47,000",,,,
11/11/2023,CT_1074,CT Scanner,Radiology,17,3.6,0.21,6,10000,3000,"KES 60,000",Saturday,November,TRUE,"KES 57,000",,,,
10/21/2023,XRAY_1075,X-Ray Machine,Radiology,17,14,0.82,19,2000,1500,"KES 38,000",Saturday,October,TRUE,"KES 36,500",,,,
7/22/2023,MAMMO_1076,Mammography Unit,Women's Health,12,4.8,0.4,8,5000,1000,"KES 40,000",Saturday,July,TRUE,"KES 39,000",,,,
3/12/2023,US_1077,Ultrasound,Radiology,9,8.7,0.97,28,3000,1000,"KES 84,000",Sunday,March,TRUE,"KES 83,000",,,,
5/23/2023,MRI_1078,MRI Scanner,Radiology,13,2.4,0.18,2,30000,5000,"KES 60,000",Tuesday,May,FALSE,"KES 55,000",,,,
7/6/2023,MAMMO_1079,Mammography Unit,Women's Health,11,3.4,0.31,24,5000,1000,"KES 120,000",Thursday,July,FALSE,"KES 119,000",,,,
6/20/2023,MRI_1080,MRI Scanner,Radiology,10,2.8,0.28,4,30000,5000,"KES 120,000",Tuesday,June,FALSE,"KES 115,000",,,,
8/20/2023,XRAY_1081,X-Ray Machine,Radiology,11,7.6,0.69,28,2000,1500,"KES 56,000",Sunday,August,TRUE,"KES 54,500",,,,
12/27/2023,CT_1082,CT Scanner,Radiology,14,11,0.79,29,10000,3000,"KES 290,000",Wednesday,December,FALSE,"KES 287,000",,,,
9/17/2023,US_1083,Ultrasound,Radiology,9,8.4,0.93,26,3000,1000,"KES 78,000",Sunday,September,TRUE,"KES 77,000",,,,
5/19/2023,MRI_1084,MRI Scanner,Radiology,10,3.6,0.36,1,30000,5000,"KES 30,000",Friday,May,FALSE,"KES 25,000",,,,
4/15/2023,MRI_1085,MRI Scanner,Radiology,9,3.7,0.41,4,30000,5000,"KES 120,000",Saturday,April,TRUE,"KES 115,000",,,,
2/10/2023,MAMMO_1086,Mammography Unit,Women's Health,15,12.2,0.81,9,5000,1000,"KES 45,000",Friday,February,FALSE,"KES 44,000",,,,
2/20/2023,MAMMO_1087,Mammography Unit,Women's Health,9,8.3,0.92,18,5000,1000,"KES 90,000",Monday,February,FALSE,"KES 89,000",,,,
11/26/2023,XRAY_1088,X-Ray Machine,Radiology,17,6.1,0.36,11,2000,1500,"KES 22,000",Sunday,November,TRUE,"KES 20,500",,,,
3/25/2023,CT_1089,CT Scanner,Radiology,20,16.8,0.84,27,10000,3000,"KES 270,000",Saturday,March,TRUE,"KES 267,000",,,,
6/18/2023,CT_1090,CT Scanner,Radiology,10,9.3,0.93,30,10000,3000,"KES 300,000",Sunday,June,TRUE,"KES 297,000",,,,
12/1/2023,CT_1091,CT Scanner,Radiology,17,5,0.29,21,10000,3000,"KES 210,000",Friday,December,FALSE,"KES 207,000",,,,
4/18/2023,MAMMO_1092,Mammography Unit,Women's Health,14,13.4,0.96,8,5000,1000,"KES 40,000",Tuesday,April,FALSE,"KES 39,000",,,,
6/25/2023,MAMMO_1093,Mammography Unit,Women's Health,16,4,0.25,24,5000,1000,"KES 120,000",Sunday,June,TRUE,"KES 119,000",,,,
11/14/2023,MRI_1094,MRI Scanner,Radiology,11,3.4,0.31,2,30000,5000,"KES 60,000",Tuesday,November,FALSE,"KES 55,000",,,,
12/3/2023,XRAY_1095,X-Ray Machine,Radiology,8,6.3,0.79,18,2000,1500,"KES 36,000",Sunday,December,TRUE,"KES 34,500",,,,
12/27/2023,CT_1096,CT Scanner,Radiology,20,11.1,0.55,30,10000,3000,"KES 300,000",Wednesday,December,FALSE,"KES 297,000",,,,
11/30/2023,XRAY_1097,X-Ray Machine,Radiology,15,8.4,0.56,17,2000,1500,"KES 34,000",Thursday,November,FALSE,"KES 32,500",,,,
6/30/2023,MAMMO_1098,Mammography Unit,Women's Health,13,6.2,0.48,17,5000,1000,"KES 85,000",Friday,June,FALSE,"KES 84,000",,,,
7/4/2023,XRAY_1099,X-Ray Machine,Radiology,13,10.3,0.79,29,2000,1500,"KES 58,000",Tuesday,July,FALSE,"KES 56,500",,,,
2/14/2023,US_1100,Ultrasound,Radiology,10,6,0.6,34,3000,1000,"KES 102,000",Tuesday,February,FALSE,"KES 101,000",,,,
8/1/2023,MAMMO_1101,Mammography Unit,Women's Health,16,7.4,0.46,10,5000,1000,"KES 50,000",Tuesday,August,FALSE,"KES 49,000",,,,
5/5/2023,US_1102,Ultrasound,Radiology,8,6.9,0.86,19,3000,1000,"KES 57,000",Friday,May,FALSE,"KES 56,000",,,,
1/16/2023,MAMMO_1103,Mammography Unit,Women's Health,8,5.3,0.66,7,5000,1000,"KES 35,000",Monday,January,FALSE,"KES 34,000",,,,
12/18/2023,XRAY_1104,X-Ray Machine,Radiology,17,12.2,0.72,19,2000,1500,"KES 38,000",Monday,December,FALSE,"KES 36,500",,,,
6/22/2023,CT_1105,CT Scanner,Radiology,18,4.5,0.25,22,10000,3000,"KES 220,000",Thursday,June,FALSE,"KES 217,000",,,,
3/2/2023,US_1106,Ultrasound,Radiology,12,8.6,0.72,16,3000,1000,"KES 48,000",Thursday,March,FALSE,"KES 47,000",,,,
6/4/2023,XRAY_1107,X-Ray Machine,Radiology,10,6.9,0.69,8,2000,1500,"KES 16,000",Sunday,June,TRUE,"KES 14,500",,,,
6/8/2023,CT_1108,CT Scanner,Radiology,19,10.1,0.53,10,10000,3000,"KES 100,000",Thursday,June,FALSE,"KES 97,000",,,,
4/17/2023,MAMMO_1109,Mammography Unit,Women's Health,19,14.2,0.75,13,5000,1000,"KES 65,000",Monday,April,FALSE,"KES 64,000",,,,
1/4/2023,MRI_1110,MRI Scanner,Radiology,9,0.6,0.07,5,30000,5000,"KES 150,000",Wednesday,January,FALSE,"KES 145,000",,,,
3/31/2023,MRI_1111,MRI Scanner,Radiology,13,4,0.31,4,30000,5000,"KES 120,000",Friday,March,FALSE,"KES 115,000",,,,
3/11/2023,CT_1112,CT Scanner,Radiology,11,7.7,0.7,25,10000,3000,"KES 250,000",Saturday,March,TRUE,"KES 247,000",,,,
5/27/2023,XRAY_1113,X-Ray Machine,Radiology,14,3.1,0.22,6,2000,1500,"KES 12,000",Saturday,May,TRUE,"KES 10,500",,,,
5/24/2023,XRAY_1114,X-Ray Machine,Radiology,14,13.9,0.99,19,2000,1500,"KES 38,000",Wednesday,May,FALSE,"KES 36,500",,,,
8/19/2023,US_1115,Ultrasound,Radiology,9,6.5,0.72,19,3000,1000,"KES 57,000",Saturday,August,TRUE,"KES 56,000",,,,
3/6/2023,XRAY_1116,X-Ray Machine,Radiology,10,3.8,0.38,25,2000,1500,"KES 50,000",Monday,March,FALSE,"KES 48,500",,,,
4/12/2023,MRI_1117,MRI Scanner,Radiology,11,2.4,0.22,3,30000,5000,"KES 90,000",Wednesday,April,FALSE,"KES 85,000",,,,
5/28/2023,XRAY_1118,X-Ray Machine,Radiology,14,9.4,0.67,9,2000,1500,"KES 18,000",Sunday,May,TRUE,"KES 16,500",,,,
7/28/2023,US_1119,Ultrasound,Radiology,8,7.9,0.99,29,3000,1000,"KES 87,000",Friday,July,FALSE,"KES 86,000",,,,
8/20/2023,US_1120,Ultrasound,Radiology,10,6.6,0.66,31,3000,1000,"KES 93,000",Sunday,August,TRUE,"KES 92,000",,,,
6/25/2023,MAMMO_1121,Mammography Unit,Women's Health,19,11.4,0.6,11,5000,1000,"KES 55,000",Sunday,June,TRUE,"KES 54,000",,,,
8/3/2023,XRAY_1122,X-Ray Machine,Radiology,8,4.5,0.56,26,2000,1500,"KES 52,000",Thursday,August,FALSE,"KES 50,500",,,,
4/7/2023,XRAY_1123,X-Ray Machine,Radiology,20,10,0.5,7,2000,1500,"KES 14,000",Friday,April,FALSE,"KES 12,500",,,,
7/10/2023,XRAY_1124,X-Ray Machine,Radiology,9,5.4,0.6,24,2000,1500,"KES 48,000",Monday,July,FALSE,"KES 46,500",,,,
6/1/2023,XRAY_1125,X-Ray Machine,Radiology,19,4.8,0.25,6,2000,1500,"KES 12,000",Thursday,June,FALSE,"KES 10,500",,,,
8/7/2023,US_1126,Ultrasound,Radiology,12,8,0.67,40,3000,1000,"KES 120,000",Monday,August,FALSE,"KES 119,000",,,,
1/28/2023,CT_1127,CT Scanner,Radiology,13,6.7,0.52,17,10000,3000,"KES 170,000",Saturday,January,TRUE,"KES 167,000",,,,
11/11/2023,CT_1128,CT Scanner,Radiology,16,6.3,0.39,6,10000,3000,"KES 60,000",Saturday,November,TRUE,"KES 57,000",,,,
9/11/2023,US_1129,Ultrasound,Radiology,8,6.5,0.81,17,3000,1000,"KES 51,000",Monday,September,FALSE,"KES 50,000",,,,
1/22/2023,XRAY_1130,X-Ray Machine,Radiology,19,7.9,0.42,25,2000,1500,"KES 50,000",Sunday,January,TRUE,"KES 48,500",,,,
2/19/2023,MAMMO_1131,Mammography Unit,Women's Health,9,3.7,0.41,21,5000,1000,"KES 105,000",Sunday,February,TRUE,"KES 104,000",,,,
12/29/2023,US_1132,Ultrasound,Radiology,9,8.7,0.97,32,3000,1000,"KES 96,000",Friday,December,FALSE,"KES 95,000",,,,
8/27/2023,MRI_1133,MRI Scanner,Radiology,8,2.5,0.31,1,30000,5000,"KES 30,000",Sunday,August,TRUE,"KES 25,000",,,,
12/12/2023,CT_1134,CT Scanner,Radiology,12,7.4,0.62,18,10000,3000,"KES 180,000",Tuesday,December,FALSE,"KES 177,000",,,,
2/1/2023,XRAY_1135,X-Ray Machine,Radiology,11,3.7,0.34,13,2000,1500,"KES 26,000",Wednesday,February,FALSE,"KES 24,500",,,,
6/25/2023,MAMMO_1136,Mammography Unit,Women's Health,8,4.6,0.57,29,5000,1000,"KES 145,000",Sunday,June,TRUE,"KES 144,000",,,,
3/12/2023,XRAY_1137,X-Ray Machine,Radiology,18,17.7,0.98,19,2000,1500,"KES 38,000",Sunday,March,TRUE,"KES 36,500",,,,
4/5/2023,CT_1138,CT Scanner,Radiology,9,3.4,0.38,7,10000,3000,"KES 70,000",Wednesday,April,FALSE,"KES 67,000",,,,
11/5/2023,MRI_1139,MRI Scanner,Radiology,15,1.6,0.11,2,30000,5000,"KES 60,000",Sunday,November,TRUE,"KES 55,000",,,,
12/20/2023,MAMMO_1140,Mammography Unit,Women's Health,15,14.2,0.95,26,5000,1000,"KES 130,000",Wednesday,December,FALSE,"KES 129,000",,,,
12/13/2023,CT_1141,CT Scanner,Radiology,9,3.9,0.43,20,10000,3000,"KES 200,000",Wednesday,December,FALSE,"KES 197,000",,,,
8/27/2023,MAMMO_1142,Mammography Unit,Women's Health,14,3.4,0.24,8,5000,1000,"KES 40,000",Sunday,August,TRUE,"KES 39,000",,,,
10/28/2023,US_1143,Ultrasound,Radiology,8,6.2,0.78,26,3000,1000,"KES 78,000",Saturday,October,TRUE,"KES 77,000",,,,
1/6/2023,MRI_1144,MRI Scanner,Radiology,11,3.4,0.31,2,30000,5000,"KES 60,000",Friday,January,FALSE,"KES 55,000",,,,
6/30/2023,CT_1145,CT Scanner,Radiology,13,7.5,0.58,14,10000,3000,"KES 140,000",Friday,June,FALSE,"KES 137,000",,,,
2/3/2023,MAMMO_1146,Mammography Unit,Women's Health,15,9.8,0.65,10,5000,1000,"KES 50,000",Friday,February,FALSE,"KES 49,000",,,,
9/24/2023,MRI_1147,MRI Scanner,Radiology,8,1,0.12,5,30000,5000,"KES 150,000",Sunday,September,TRUE,"KES 145,000",,,,
7/20/2023,CT_1148,CT Scanner,Radiology,20,5.6,0.28,7,10000,3000,"KES 70,000",Thursday,July,FALSE,"KES 67,000",,,,
8/12/2023,CT_1149,CT Scanner,Radiology,15,12.8,0.85,8,10000,3000,"KES 80,000",Saturday,August,TRUE,"KES 77,000",,,,
6/24/2023,US_1150,Ultrasound,Radiology,8,6.5,0.81,40,3000,1000,"KES 120,000",Saturday,June,TRUE,"KES 119,000",,,,
8/11/2023,MAMMO_1151,Mammography Unit,Women's Health,8,3.5,0.44,7,5000,1000,"KES 35,000",Friday,August,FALSE,"KES 34,000",,,,
3/18/2023,MRI_1152,MRI Scanner,Radiology,14,1.5,0.11,1,30000,5000,"KES 30,000",Saturday,March,TRUE,"KES 25,000",,,,
10/17/2023,MAMMO_1153,Mammography Unit,Women's Health,9,5.3,0.59,9,5000,1000,"KES 45,000",Tuesday,October,FALSE,"KES 44,000",,,,
5/30/2023,CT_1154,CT Scanner,Radiology,13,9.2,0.71,30,10000,3000,"KES 300,000",Tuesday,May,FALSE,"KES 297,000",,,,
6/19/2023,MAMMO_1155,Mammography Unit,Women's Health,18,3.6,0.2,22,5000,1000,"KES 110,000",Monday,June,FALSE,"KES 109,000",,,,
4/17/2023,MRI_1156,MRI Scanner,Radiology,15,2.8,0.19,1,30000,5000,"KES 30,000",Monday,April,FALSE,"KES 25,000",,,,
2/22/2023,CT_1157,CT Scanner,Radiology,18,15.1,0.84,25,10000,3000,"KES 250,000",Wednesday,February,FALSE,"KES 247,000",,,,
3/12/2023,CT_1158,CT Scanner,Radiology,18,7.8,0.43,6,10000,3000,"KES 60,000",Sunday,March,TRUE,"KES 57,000",,,,
12/14/2023,CT_1159,CT Scanner,Radiology,13,6.1,0.47,20,10000,3000,"KES 200,000",Thursday,December,FALSE,"KES 197,000",,,,
12/1/2023,US_1160,Ultrasound,Radiology,10,6.6,0.66,26,3000,1000,"KES 78,000",Friday,December,FALSE,"KES 77,000",,,,
4/15/2023,XRAY_1161,X-Ray Machine,Radiology,19,7.1,0.37,10,2000,1500,"KES 20,000",Saturday,April,TRUE,"KES 18,500",,,,
10/5/2023,XRAY_1162,X-Ray Machine,Radiology,17,13.9,0.82,29,2000,1500,"KES 58,000",Thursday,October,FALSE,"KES 56,500",,,,
3/30/2023,US_1163,Ultrasound,Radiology,11,7.1,0.65,20,3000,1000,"KES 60,000",Thursday,March,FALSE,"KES 59,000",,,,
12/12/2023,MRI_1164,MRI Scanner,Radiology,16,3.6,0.23,2,30000,5000,"KES 60,000",Tuesday,December,FALSE,"KES 55,000",,,,
2/23/2023,XRAY_1165,X-Ray Machine,Radiology,16,8.7,0.54,23,2000,1500,"KES 46,000",Thursday,February,FALSE,"KES 44,500",,,,
9/7/2023,US_1166,Ultrasound,Radiology,8,7.7,0.96,38,3000,1000,"KES 114,000",Thursday,September,FALSE,"KES 113,000",,,,
5/31/2023,MRI_1167,MRI Scanner,Radiology,9,1.2,0.13,1,30000,5000,"KES 30,000",Wednesday,May,FALSE,"KES 25,000",,,,
2/15/2023,CT_1168,CT Scanner,Radiology,14,8.4,0.6,17,10000,3000,"KES 170,000",Wednesday,February,FALSE,"KES 167,000",,,,
10/23/2023,XRAY_1169,X-Ray Machine,Radiology,20,9.1,0.45,21,2000,1500,"KES 42,000",Monday,October,FALSE,"KES 40,500",,,,
1/16/2023,CT_1170,CT Scanner,Radiology,12,10,0.83,14,10000,3000,"KES 140,000",Monday,January,FALSE,"KES 137,000",,,,
9/14/2023,CT_1171,CT Scanner,Radiology,18,6.3,0.35,22,10000,3000,"KES 220,000",Thursday,September,FALSE,"KES 217,000",,,,
11/25/2023,US_1172,Ultrasound,Radiology,10,7.8,0.78,16,3000,1000,"KES 48,000",Saturday,November,TRUE,"KES 47,000",,,,
8/28/2023,MAMMO_1173,Mammography Unit,Women's Health,19,15.5,0.82,29,5000,1000,"KES 145,000",Monday,August,FALSE,"KES 144,000",,,,
5/17/2023,US_1174,Ultrasound,Radiology,12,8.5,0.71,36,3000,1000,"KES 108,000",Wednesday,May,FALSE,"KES 107,000",,,,
1/13/2023,MAMMO_1175,Mammography Unit,Women's Health,13,10.9,0.84,27,5000,1000,"KES 135,000",Friday,January,FALSE,"KES 134,000",,,,
12/1/2023,MRI_1176,MRI Scanner,Radiology,10,2.8,0.28,2,30000,5000,"KES 60,000",Friday,December,FALSE,"KES 55,000",,,,
2/2/2023,XRAY_1177,X-Ray Machine,Radiology,14,13.8,0.99,12,2000,1500,"KES 24,000",Thursday,February,FALSE,"KES 22,500",,,,
7/3/2023,US_1178,Ultrasound,Radiology,10,7,0.7,23,3000,1000,"KES 69,000",Monday,July,FALSE,"KES 68,000",,,,
8/20/2023,MAMMO_1179,Mammography Unit,Women's Health,17,11.8,0.69,29,5000,1000,"KES 145,000",Sunday,August,TRUE,"KES 144,000",,,,
4/2/2023,CT_1180,CT Scanner,Radiology,10,7.3,0.73,28,10000,3000,"KES 280,000",Sunday,April,TRUE,"KES 277,000",,,,
2/19/2023,US_1181,Ultrasound,Radiology,9,7.5,0.83,20,3000,1000,"KES 60,000",Sunday,February,TRUE,"KES 59,000",,,,
4/28/2023,MRI_1182,MRI Scanner,Radiology,12,0.5,0.04,4,30000,5000,"KES 120,000",Friday,April,FALSE,"KES 115,000",,,,
3/17/2023,XRAY_1183,X-Ray Machine,Radiology,17,3.8,0.22,13,2000,1500,"KES 26,000",Friday,March,FALSE,"KES 24,500",,,,
5/17/2023,MRI_1184,MRI Scanner,Radiology,13,3.8,0.29,2,30000,5000,"KES 60,000",Wednesday,May,FALSE,"KES 55,000",,,,
9/28/2023,CT_1185,CT Scanner,Radiology,18,16.9,0.94,23,10000,3000,"KES 230,000",Thursday,September,FALSE,"KES 227,000",,,,
10/28/2023,XRAY_1186,X-Ray Machine,Radiology,18,5.2,0.29,22,2000,1500,"KES 44,000",Saturday,October,TRUE,"KES 42,500",,,,
12/20/2023,CT_1187,CT Scanner,Radiology,17,12.5,0.74,11,10000,3000,"KES 110,000",Wednesday,December,FALSE,"KES 107,000",,,,
2/16/2023,MRI_1188,MRI Scanner,Radiology,11,1.4,0.13,2,30000,5000,"KES 60,000",Thursday,February,FALSE,"KES 55,000",,,,
1/23/2023,MAMMO_1189,Mammography Unit,Women's Health,18,3.2,0.18,17,5000,1000,"KES 85,000",Monday,January,FALSE,"KES 84,000",,,,
1/20/2023,XRAY_1190,X-Ray Machine,Radiology,16,4.7,0.29,26,2000,1500,"KES 52,000",Friday,January,FALSE,"KES 50,500",,,,
