Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Mode_of_Payment
2023-11-04,MRI_0683,MRI Scanner,Radiology,16,3.2,0.2,5,1628.35,0,43458.1,Saturday,November,True,insurance
2023-01-14,CT_0684,CT Scanner,Radiology,11,10.7,0.97,17,3800.32,0,33242.72,Saturday,January,True,insurance
2023-08-17,CT_0685,CT Scanner,Radiology,15,13.2,0.88,13,6742.33,0,21869.58,Thursday,August,False,cash
2023-06-08,MRI_0686,MRI Scanner,Radiology,12,3.5,0.29,5,1123.93,0,16956.91,Thursday,June,False,cash
2023-12-17,MRI_0687,MRI Scanner,Radiology,11,1.1,0.1,5,6751.22,0,4337.27,Sunday,December,True,cash
2023-04-14,MAMMO_0688,Mammography Unit,Women's Health,13,12.3,0.95,27,3211.99,0,48866.46,Friday,April,False,insurance
2023-10-13,XRAY_0689,X-Ray Machine,Radiology,9,3.7,0.41,8,4425.31,0,7886.72,Friday,October,False,insurance
2023-02-02,MRI_0690,MRI Scanner,Radiology,13,3.0,0.23,1,6395.54,0,10361.85,Thursday,February,False,cash
2023-09-24,MAMMO_0691,Mammography Unit,Women's Health,16,9.6,0.6,30,1604.97,0,24585.25,Sunday,September,True,insurance
2023-06-12,MRI_0692,MRI Scanner,Radiology,10,2.6,0.26,3,2481.68,0,10473.83,Monday,June,False,cash
2023-07-18,MRI_0693,MRI Scanner,Radiology,15,3.6,0.24,3,1552.59,0,19674.74,Tuesday,July,False,insurance
2023-10-21,MRI_0694,MRI Scanner,Radiology,13,0.6,0.05,5,6540.81,0,17066.47,Saturday,October,True,insurance
2023-10-25,MRI_0695,MRI Scanner,Radiology,13,2.8,0.22,2,1867.7,0,48795.4,Wednesday,October,False,insurance
2023-11-30,CT_0696,CT Scanner,Radiology,8,4.4,0.55,16,1792.64,0,45828.68,Thursday,November,False,insurance
2023-02-09,XRAY_0697,X-Ray Machine,Radiology,14,7.8,0.56,28,5929.1,0,1436.26,Thursday,February,False,insurance
2023-03-30,MRI_0698,MRI Scanner,Radiology,11,3.9,0.35,3,5973.08,0,39905.93,Thursday,March,False,insurance
2023-03-12,CT_0699,CT Scanner,Radiology,15,3.5,0.23,15,847.68,0,14740.93,Sunday,March,True,insurance
2023-01-03,US_0700,Ultrasound,Radiology,9,6.8,0.76,16,1202.76,0,47124.2,Tuesday,January,False,insurance
2023-11-11,MAMMO_0701,Mammography Unit,Women's Health,18,13.0,0.72,7,1761.99,0,42364.65,Saturday,November,True,insurance
2023-02-20,MRI_0702,MRI Scanner,Radiology,12,3.3,0.27,2,2212.81,0,49037.78,Monday,February,False,cash
2023-09-03,MAMMO_0703,Mammography Unit,Women's Health,12,11.6,0.97,16,3637.64,0,32429.79,Sunday,September,True,cash
2023-12-02,MRI_0704,MRI Scanner,Radiology,9,3.3,0.37,4,4180.11,0,19761.87,Saturday,December,True,insurance
2023-10-10,US_0705,Ultrasound,Radiology,11,8.3,0.75,23,3393.86,0,7399.1,Tuesday,October,False,cash
2023-05-10,XRAY_0706,X-Ray Machine,Radiology,12,9.5,0.79,13,1438.2,0,48783.04,Wednesday,May,False,insurance
2023-06-26,XRAY_0707,X-Ray Machine,Radiology,13,11.9,0.92,11,6705.51,0,21206.93,Monday,June,False,insurance
2023-12-12,MAMMO_0708,Mammography Unit,Women's Health,15,10.8,0.72,12,5552.39,0,10673.32,Tuesday,December,False,insurance
2023-01-28,MRI_0709,MRI Scanner,Radiology,15,2.6,0.17,1,5576.15,0,17758.17,Saturday,January,True,insurance
2023-03-07,XRAY_0710,X-Ray Machine,Radiology,18,18.0,1.0,19,5504.12,0,5583.55,Tuesday,March,False,cash
2023-04-24,XRAY_0711,X-Ray Machine,Radiology,20,4.5,0.23,24,3406.19,0,17885.54,Monday,April,False,insurance
2023-06-17,CT_0712,CT Scanner,Radiology,18,17.2,0.96,29,5002.12,0,13450.9,Saturday,June,True,insurance
2023-02-09,MRI_0713,MRI Scanner,Radiology,11,2.1,0.19,2,3097.86,0,44002.84,Thursday,February,False,cash
2023-12-21,MRI_0714,MRI Scanner,Radiology,9,3.7,0.41,4,1838.93,0,22435.57,Thursday,December,False,insurance
2023-03-31,CT_0715,CT Scanner,Radiology,17,3.9,0.23,20,2798.45,0,41135.57,Friday,March,False,cash
2023-06-25,CT_0716,CT Scanner,Radiology,18,4.9,0.27,14,7165.35,0,32953.73,Sunday,June,True,cash
2023-11-11,MAMMO_0717,Mammography Unit,Women's Health,13,6.0,0.46,18,1447.97,0,14558.36,Saturday,November,True,insurance
2023-10-07,XRAY_0718,X-Ray Machine,Radiology,8,5.6,0.7,17,4861.16,0,46884.18,Saturday,October,True,insurance
2023-12-06,XRAY_0719,X-Ray Machine,Radiology,10,6.3,0.63,13,2323.38,0,49199.9,Wednesday,December,False,insurance
2023-09-14,CT_0720,CT Scanner,Radiology,10,7.5,0.75,20,2903.72,0,15061.19,Thursday,September,False,insurance
2023-11-14,XRAY_0721,X-Ray Machine,Radiology,11,7.4,0.67,19,6113.74,0,46310.77,Tuesday,November,False,cash
2023-06-11,MRI_0722,MRI Scanner,Radiology,10,1.5,0.15,2,4170.83,0,37953.32,Sunday,June,True,insurance
2023-12-22,MAMMO_0723,Mammography Unit,Women's Health,11,8.7,0.79,15,5955.53,0,16421.45,Friday,December,False,insurance
2023-12-19,MAMMO_0724,Mammography Unit,Women's Health,11,3.1,0.28,22,1716.86,0,48497.66,Tuesday,December,False,insurance
2023-04-10,US_0725,Ultrasound,Radiology,10,7.6,0.76,18,7356.36,0,14386.9,Monday,April,False,insurance
2023-05-24,XRAY_0726,X-Ray Machine,Radiology,9,4.1,0.46,27,6394.87,0,33023.13,Wednesday,May,False,insurance
2023-11-07,MRI_0727,MRI Scanner,Radiology,11,3.6,0.33,2,4075.68,0,27574.65,Tuesday,November,False,insurance
2023-01-07,MRI_0728,MRI Scanner,Radiology,8,0.9,0.11,2,1652.46,0,2494.51,Saturday,January,True,insurance
2023-08-29,CT_0729,CT Scanner,Radiology,10,4.5,0.45,27,5933.46,0,9148.86,Tuesday,August,False,insurance
2023-06-15,MRI_0730,MRI Scanner,Radiology,11,2.3,0.21,3,2481.91,0,11989.06,Thursday,June,False,insurance
2023-08-14,XRAY_0731,X-Ray Machine,Radiology,17,9.1,0.54,27,5645.01,0,43614.21,Monday,August,False,cash
2023-09-23,US_0732,Ultrasound,Radiology,12,8.1,0.67,25,547.99,0,34029.89,Saturday,September,True,insurance
2023-11-01,XRAY_0733,X-Ray Machine,Radiology,11,4.3,0.39,12,2040.42,0,11375.1,Wednesday,November,False,cash
2023-02-27,MAMMO_0734,Mammography Unit,Women's Health,16,14.8,0.93,13,2695.83,0,3411.21,Monday,February,False,insurance
2023-02-16,XRAY_0735,X-Ray Machine,Radiology,13,9.0,0.69,8,1488.49,0,3936.13,Thursday,February,False,insurance
2023-02-17,CT_0736,CT Scanner,Radiology,11,9.0,0.82,27,7418.95,0,43096.38,Friday,February,False,insurance
2023-12-04,CT_0737,CT Scanner,Radiology,18,15.0,0.83,20,1797.15,0,19488.96,Monday,December,False,insurance
2023-11-24,XRAY_0738,X-Ray Machine,Radiology,18,6.3,0.35,6,3632.48,0,12559.55,Friday,November,False,insurance
2023-09-24,MAMMO_0739,Mammography Unit,Women's Health,15,11.0,0.73,20,1113.24,0,43527.23,Sunday,September,True,insurance
2023-01-25,XRAY_0740,X-Ray Machine,Radiology,17,16.8,0.99,10,5142.93,0,33363.28,Wednesday,January,False,insurance
2023-01-18,CT_0741,CT Scanner,Radiology,16,9.3,0.58,9,736.45,0,4907.37,Wednesday,January,False,insurance
2023-08-24,MRI_0742,MRI Scanner,Radiology,13,1.9,0.15,1,6453.77,0,41693.07,Thursday,August,False,cash
2023-06-05,MRI_0743,MRI Scanner,Radiology,8,3.1,0.39,2,3394.53,0,35015.08,Monday,June,False,cash
2023-06-16,XRAY_0744,X-Ray Machine,Radiology,11,8.7,0.79,29,3458.98,0,48594.55,Friday,June,False,cash
2023-06-15,XRAY_0745,X-Ray Machine,Radiology,18,5.7,0.32,11,6102.46,0,15889.13,Thursday,June,False,insurance
2023-04-07,XRAY_0746,X-Ray Machine,Radiology,13,6.3,0.48,8,4580.07,0,42225.1,Friday,April,False,cash
2023-03-09,XRAY_0747,X-Ray Machine,Radiology,19,12.3,0.65,24,1113.73,0,21150.18,Thursday,March,False,cash
2023-02-03,US_0748,Ultrasound,Radiology,8,6.8,0.85,26,6200.59,0,1295.58,Friday,February,False,insurance
2023-07-18,MRI_0749,MRI Scanner,Radiology,9,1.2,0.13,2,1031.9,0,6208.2,Tuesday,July,False,insurance
2023-05-28,XRAY_0750,X-Ray Machine,Radiology,13,4.0,0.31,11,6254.45,0,28766.53,Sunday,May,True,cash
2023-08-26,XRAY_0751,X-Ray Machine,Radiology,10,3.5,0.35,26,4106.07,0,13632.66,Saturday,August,True,insurance
2023-12-11,US_0752,Ultrasound,Radiology,10,6.4,0.64,36,4332.13,0,49817.26,Monday,December,False,insurance
2023-11-28,XRAY_0753,X-Ray Machine,Radiology,9,6.3,0.7,27,4038.33,0,21096.78,Tuesday,November,False,insurance
2023-07-20,MAMMO_0754,Mammography Unit,Women's Health,9,4.1,0.46,21,4949.51,0,4568.75,Thursday,July,False,insurance
2023-05-30,US_0755,Ultrasound,Radiology,10,7.9,0.79,27,941.63,0,14299.99,Tuesday,May,False,insurance
2023-08-01,MAMMO_0756,Mammography Unit,Women's Health,12,4.3,0.36,20,6920.9,0,6171.64,Tuesday,August,False,insurance
2023-01-20,CT_0757,CT Scanner,Radiology,9,8.4,0.93,13,1222.73,0,35907.34,Friday,January,False,cash
2023-11-22,CT_0758,CT Scanner,Radiology,11,7.8,0.71,9,5742.6,0,23509.81,Wednesday,November,False,insurance
2023-10-09,MAMMO_0759,Mammography Unit,Women's Health,19,3.8,0.2,9,2581.01,0,16533.28,Monday,October,False,insurance
2023-01-13,MAMMO_0760,Mammography Unit,Women's Health,15,6.2,0.41,7,2819.81,0,11041.42,Friday,January,False,cash
2023-08-10,XRAY_0761,X-Ray Machine,Radiology,13,3.9,0.3,26,6990.43,0,49634.56,Thursday,August,False,insurance
2023-07-31,US_0762,Ultrasound,Radiology,9,7.8,0.87,25,3938.38,0,40283.23,Monday,July,False,insurance
2023-07-05,XRAY_0763,X-Ray Machine,Radiology,20,12.8,0.64,8,6660.0,0,29002.9,Wednesday,July,False,insurance
2023-08-25,CT_0764,CT Scanner,Radiology,16,6.6,0.41,29,5535.28,0,44423.98,Friday,August,False,insurance
2023-12-27,MRI_0765,MRI Scanner,Radiology,13,1.7,0.13,2,4276.57,0,32888.79,Wednesday,December,False,insurance
2023-10-27,MAMMO_0766,Mammography Unit,Women's Health,17,14.8,0.87,18,1524.17,0,6992.12,Friday,October,False,cash
2023-12-18,MAMMO_0767,Mammography Unit,Women's Health,12,7.8,0.65,7,4681.4,0,48172.65,Monday,December,False,insurance
2023-07-13,MAMMO_0768,Mammography Unit,Women's Health,8,4.0,0.5,17,2080.06,0,6799.64,Thursday,July,False,insurance
2023-03-03,CT_0769,CT Scanner,Radiology,13,5.7,0.44,24,4167.68,0,32176.84,Friday,March,False,cash
2023-04-04,XRAY_0770,X-Ray Machine,Radiology,11,7.1,0.65,6,3280.35,0,36123.35,Tuesday,April,False,insurance
2023-07-23,XRAY_0771,X-Ray Machine,Radiology,13,3.5,0.27,20,4757.64,0,46017.91,Sunday,July,True,insurance
2023-02-10,MAMMO_0772,Mammography Unit,Women's Health,14,6.6,0.47,19,2403.23,0,4566.33,Friday,February,False,insurance
2023-05-19,MAMMO_0773,Mammography Unit,Women's Health,18,8.1,0.45,11,3549.49,0,18591.54,Friday,May,False,insurance
2023-09-09,MAMMO_0774,Mammography Unit,Women's Health,20,6.2,0.31,7,1948.29,0,2744.64,Saturday,September,True,insurance
2023-08-07,US_0775,Ultrasound,Radiology,10,7.2,0.72,25,3565.47,0,22519.78,Monday,August,False,insurance
2023-12-29,MRI_0776,MRI Scanner,Radiology,16,3.2,0.2,4,3808.42,0,47339.14,Friday,December,False,cash
2023-08-10,MRI_0777,MRI Scanner,Radiology,12,3.8,0.32,2,6980.25,0,4669.99,Thursday,August,False,insurance
2023-01-24,XRAY_0778,X-Ray Machine,Radiology,10,8.8,0.88,16,3798.16,0,6850.84,Tuesday,January,False,insurance
2023-10-22,MRI_0779,MRI Scanner,Radiology,15,1.7,0.11,1,5143.14,0,43604.9,Sunday,October,True,insurance
2023-06-23,MAMMO_0780,Mammography Unit,Women's Health,17,6.9,0.41,9,4601.3,0,18272.04,Friday,June,False,insurance
2023-06-10,MAMMO_0781,Mammography Unit,Women's Health,20,12.3,0.61,28,3355.29,0,42108.73,Saturday,June,True,insurance
2023-09-10,MAMMO_0782,Mammography Unit,Women's Health,11,8.9,0.81,27,3974.19,0,46851.55,Sunday,September,True,cash
2023-08-19,MRI_0783,MRI Scanner,Radiology,11,2.0,0.18,4,6175.36,0,3190.12,Saturday,August,True,cash
2023-05-05,MRI_0784,MRI Scanner,Radiology,8,0.7,0.09,3,6776.92,0,2026.4,Friday,May,False,cash
2023-09-15,MAMMO_0785,Mammography Unit,Women's Health,20,8.0,0.4,18,6271.69,0,41877.45,Friday,September,False,insurance
2023-03-04,MRI_0786,MRI Scanner,Radiology,13,2.7,0.21,5,1337.43,0,23026.99,Saturday,March,True,cash
2023-03-15,XRAY_0787,X-Ray Machine,Radiology,10,8.8,0.88,22,2864.94,0,42736.43,Wednesday,March,False,insurance
2023-10-08,MRI_0788,MRI Scanner,Radiology,9,2.6,0.29,5,7180.79,0,13199.04,Sunday,October,True,cash
2023-09-08,US_0789,Ultrasound,Radiology,8,7.5,0.94,29,1885.45,0,49334.45,Friday,September,False,cash
2023-06-06,US_0790,Ultrasound,Radiology,8,6.0,0.75,21,628.75,0,34035.27,Tuesday,June,False,insurance
2023-03-09,CT_0791,CT Scanner,Radiology,9,5.4,0.6,21,4763.23,0,44991.31,Thursday,March,False,insurance
2023-03-15,CT_0792,CT Scanner,Radiology,18,11.9,0.66,17,6610.87,0,34945.19,Wednesday,March,False,cash
2023-12-01,MAMMO_0793,Mammography Unit,Women's Health,11,7.0,0.64,15,5638.21,0,6106.85,Friday,December,False,cash
2023-04-05,US_0794,Ultrasound,Radiology,11,7.1,0.65,29,616.07,0,7637.81,Wednesday,April,False,insurance
2023-08-20,US_0795,Ultrasound,Radiology,8,7.5,0.94,25,3371.8,0,15094.7,Sunday,August,True,cash
2023-04-07,MRI_0796,MRI Scanner,Radiology,11,1.8,0.16,2,2604.21,0,14248.31,Friday,April,False,cash
2023-06-16,XRAY_0797,X-Ray Machine,Radiology,16,11.0,0.69,16,2402.14,0,29446.8,Friday,June,False,insurance
2023-07-09,XRAY_0798,X-Ray Machine,Radiology,13,5.3,0.41,22,5539.04,0,14543.82,Sunday,July,True,insurance
2023-09-18,MRI_0799,MRI Scanner,Radiology,15,1.7,0.11,3,7108.44,0,42728.23,Monday,September,False,cash
2023-04-25,XRAY_0800,X-Ray Machine,Radiology,17,7.9,0.46,13,1872.53,0,37556.33,Tuesday,April,False,insurance
2023-06-12,US_0801,Ultrasound,Radiology,8,7.6,0.95,29,5154.59,0,30170.48,Monday,June,False,insurance
2023-10-17,US_0802,Ultrasound,Radiology,8,6.5,0.81,30,4360.33,0,16454.19,Tuesday,October,False,insurance
2023-11-18,MAMMO_0803,Mammography Unit,Women's Health,11,9.1,0.83,26,4079.1,0,13622.87,Saturday,November,True,cash
2023-11-08,CT_0804,CT Scanner,Radiology,12,10.6,0.88,14,3128.61,0,23186.1,Wednesday,November,False,insurance
2023-04-17,XRAY_0805,X-Ray Machine,Radiology,13,12.9,0.99,25,2404.79,0,10727.74,Monday,April,False,insurance
2023-12-27,CT_0806,CT Scanner,Radiology,11,10.9,0.99,12,3171.72,0,30400.6,Wednesday,December,False,insurance
2023-08-19,MAMMO_0807,Mammography Unit,Women's Health,10,9.1,0.91,6,4980.05,0,29091.61,Saturday,August,True,insurance
2023-07-23,MAMMO_0808,Mammography Unit,Women's Health,18,6.4,0.36,12,1443.51,0,6472.45,Sunday,July,True,insurance
2023-02-07,XRAY_0809,X-Ray Machine,Radiology,19,7.1,0.37,30,1303.93,0,46807.04,Tuesday,February,False,cash
2023-07-20,MRI_0810,MRI Scanner,Radiology,10,1.2,0.12,4,2599.36,0,17669.52,Thursday,July,False,insurance
2023-08-29,MAMMO_0811,Mammography Unit,Women's Health,19,5.3,0.28,17,6577.78,0,34614.03,Tuesday,August,False,cash
2023-07-22,MRI_0812,MRI Scanner,Radiology,15,3.8,0.25,5,6906.79,0,35905.79,Saturday,July,True,insurance
2023-03-11,XRAY_0813,X-Ray Machine,Radiology,19,13.6,0.72,21,846.55,0,15066.28,Saturday,March,True,cash
2023-12-07,MRI_0814,MRI Scanner,Radiology,10,3.7,0.37,5,6519.08,0,34701.57,Thursday,December,False,insurance
2023-04-14,CT_0815,CT Scanner,Radiology,14,13.4,0.96,28,6228.09,0,15625.46,Friday,April,False,insurance
2023-07-10,MAMMO_0816,Mammography Unit,Women's Health,9,4.5,0.5,13,864.61,0,11879.39,Monday,July,False,insurance
2023-05-21,MAMMO_0817,Mammography Unit,Women's Health,19,17.9,0.94,8,7404.5,0,3863.7,Sunday,May,True,insurance
2023-03-05,MAMMO_0818,Mammography Unit,Women's Health,17,9.3,0.55,16,4562.52,0,27892.61,Sunday,March,True,insurance
2023-01-04,MRI_0819,MRI Scanner,Radiology,13,2.0,0.15,4,3718.24,0,41762.37,Wednesday,January,False,insurance
2023-07-08,MAMMO_0820,Mammography Unit,Women's Health,8,6.2,0.78,23,4413.63,0,16402.07,Saturday,July,True,insurance
2023-05-07,MRI_0821,MRI Scanner,Radiology,8,2.2,0.28,4,507.82,0,13470.49,Sunday,May,True,insurance
2023-08-31,MRI_0822,MRI Scanner,Radiology,8,2.3,0.29,5,3376.01,0,31089.91,Thursday,August,False,insurance
2023-03-06,MAMMO_0823,Mammography Unit,Women's Health,20,4.2,0.21,21,7357.78,0,31871.5,Monday,March,False,insurance
2023-12-16,MAMMO_0824,Mammography Unit,Women's Health,16,10.9,0.68,24,6831.06,0,41801.41,Saturday,December,True,insurance
2023-10-06,MRI_0825,MRI Scanner,Radiology,9,1.9,0.21,3,5122.82,0,42523.12,Friday,October,False,cash
2023-03-13,MRI_0826,MRI Scanner,Radiology,11,3.1,0.28,1,3120.26,0,44430.75,Monday,March,False,cash
2023-08-29,MAMMO_0827,Mammography Unit,Women's Health,9,5.2,0.58,16,3594.61,0,16727.13,Tuesday,August,False,insurance
2023-02-02,XRAY_0828,X-Ray Machine,Radiology,17,13.0,0.76,29,4352.69,0,45463.11,Thursday,February,False,insurance
2023-12-23,US_0829,Ultrasound,Radiology,10,7.6,0.76,39,4491.44,0,26624.48,Saturday,December,True,cash
2023-10-28,MAMMO_0830,Mammography Unit,Women's Health,8,5.8,0.72,10,4945.26,0,45236.8,Saturday,October,True,insurance
2023-06-06,MAMMO_0831,Mammography Unit,Women's Health,18,3.7,0.21,11,2610.09,0,22911.5,Tuesday,June,False,insurance
2023-06-30,XRAY_0832,X-Ray Machine,Radiology,19,5.5,0.29,22,3334.0,0,22161.0,Friday,June,False,insurance
2023-08-11,XRAY_0833,X-Ray Machine,Radiology,15,10.9,0.73,11,3837.17,0,13139.24,Friday,August,False,cash
2023-03-05,MRI_0834,MRI Scanner,Radiology,15,0.7,0.05,1,5071.7,0,6940.8,Sunday,March,True,insurance
2023-03-03,CT_0835,CT Scanner,Radiology,17,4.0,0.24,13,2577.48,0,49235.52,Friday,March,False,insurance
2023-03-08,MRI_0836,MRI Scanner,Radiology,12,1.9,0.16,4,4776.09,0,31362.16,Wednesday,March,False,insurance
2023-06-29,MAMMO_0837,Mammography Unit,Women's Health,16,5.0,0.31,14,4798.42,0,4072.38,Thursday,June,False,insurance
2023-11-20,XRAY_0838,X-Ray Machine,Radiology,16,4.1,0.26,19,4958.69,0,17942.76,Monday,November,False,insurance
2023-11-18,CT_0839,CT Scanner,Radiology,8,6.6,0.82,13,1878.03,0,31892.79,Saturday,November,True,cash
2023-03-18,XRAY_0840,X-Ray Machine,Radiology,12,8.2,0.68,20,1627.82,0,34951.29,Saturday,March,True,insurance
2023-09-12,US_0841,Ultrasound,Radiology,11,6.4,0.58,16,5568.71,0,26090.95,Tuesday,September,False,insurance
2023-08-31,US_0842,Ultrasound,Radiology,10,8.1,0.81,24,3997.07,0,45991.12,Thursday,August,False,insurance
2023-05-01,XRAY_0843,X-Ray Machine,Radiology,14,6.2,0.44,20,1425.19,0,16831.99,Monday,May,False,insurance
2023-01-10,US_0844,Ultrasound,Radiology,11,10.2,0.93,30,3275.69,0,27835.07,Tuesday,January,False,insurance
2023-03-25,US_0845,Ultrasound,Radiology,10,9.4,0.94,28,4360.02,0,29541.89,Saturday,March,True,insurance
2023-11-05,MAMMO_0846,Mammography Unit,Women's Health,12,8.5,0.71,13,1905.88,0,32331.45,Sunday,November,True,insurance
2023-07-03,MRI_0847,MRI Scanner,Radiology,8,2.3,0.29,4,4803.85,0,26346.29,Monday,July,False,cash
2023-05-26,MRI_0848,MRI Scanner,Radiology,9,1.4,0.16,2,1666.39,0,41679.71,Friday,May,False,cash
2023-10-26,US_0849,Ultrasound,Radiology,11,9.8,0.89,20,652.72,0,45108.54,Thursday,October,False,cash
2023-06-17,CT_0850,CT Scanner,Radiology,14,6.8,0.49,28,656.0,0,13456.46,Saturday,June,True,insurance
2023-02-04,XRAY_0851,X-Ray Machine,Radiology,15,14.8,0.99,12,3384.62,0,1993.92,Saturday,February,True,insurance
2023-06-29,CT_0852,CT Scanner,Radiology,11,3.1,0.28,29,5408.68,0,11060.76,Thursday,June,False,insurance
2023-03-10,CT_0853,CT Scanner,Radiology,19,10.3,0.54,23,7056.16,0,15799.39,Friday,March,False,insurance
2023-09-10,MRI_0854,MRI Scanner,Radiology,11,0.8,0.07,5,7427.61,0,14338.31,Sunday,September,True,cash
2023-12-26,XRAY_0855,X-Ray Machine,Radiology,10,10.0,1.0,24,4372.32,0,46378.5,Tuesday,December,False,insurance
2023-08-25,XRAY_0856,X-Ray Machine,Radiology,14,11.4,0.81,10,7367.38,0,32202.12,Friday,August,False,cash
2023-03-11,XRAY_0857,X-Ray Machine,Radiology,11,4.3,0.39,29,1871.95,0,36544.21,Saturday,March,True,cash
2023-11-25,MRI_0858,MRI Scanner,Radiology,11,1.2,0.11,1,2418.94,0,34138.9,Saturday,November,True,insurance
2023-01-15,CT_0859,CT Scanner,Radiology,13,9.0,0.69,15,5691.93,0,7416.43,Sunday,January,True,insurance
2023-02-03,MAMMO_0860,Mammography Unit,Women's Health,10,8.4,0.84,6,4408.81,0,45773.82,Friday,February,False,insurance
2023-03-12,MRI_0861,MRI Scanner,Radiology,10,0.5,0.05,4,3285.29,0,49329.18,Sunday,March,True,insurance
2023-03-28,US_0862,Ultrasound,Radiology,10,6.7,0.67,15,6627.31,0,42031.0,Tuesday,March,False,cash
2023-09-17,MAMMO_0863,Mammography Unit,Women's Health,18,16.3,0.91,27,6676.58,0,49674.76,Sunday,September,True,cash
2023-01-26,MAMMO_0864,Mammography Unit,Women's Health,17,10.6,0.62,13,5739.48,0,3079.71,Thursday,January,False,insurance
2023-03-13,US_0865,Ultrasound,Radiology,12,6.9,0.58,29,7350.43,0,29536.03,Monday,March,False,cash
2023-11-30,MAMMO_0866,Mammography Unit,Women's Health,9,6.7,0.74,15,2556.09,0,28346.52,Thursday,November,False,insurance
2023-07-24,MAMMO_0867,Mammography Unit,Women's Health,17,13.8,0.81,6,1528.96,0,12311.27,Monday,July,False,insurance
2023-08-21,MRI_0868,MRI Scanner,Radiology,8,2.1,0.26,3,2558.46,0,47621.52,Monday,August,False,cash
2023-07-27,MAMMO_0869,Mammography Unit,Women's Health,18,11.7,0.65,29,2566.35,0,14078.92,Thursday,July,False,insurance
2023-06-16,CT_0870,CT Scanner,Radiology,14,8.1,0.58,12,6033.53,0,46544.65,Friday,June,False,insurance
2023-07-19,CT_0871,CT Scanner,Radiology,9,5.9,0.66,18,2501.81,0,47008.92,Wednesday,July,False,insurance
2023-05-10,CT_0872,CT Scanner,Radiology,8,5.6,0.7,30,4788.23,0,26169.34,Wednesday,May,False,cash
2023-12-24,CT_0873,CT Scanner,Radiology,12,8.5,0.71,18,2872.04,0,8971.32,Sunday,December,True,insurance
2023-08-09,MAMMO_0874,Mammography Unit,Women's Health,16,5.1,0.32,20,5718.23,0,33585.29,Wednesday,August,False,insurance
2023-03-08,CT_0875,CT Scanner,Radiology,19,3.4,0.18,21,6075.13,0,23095.07,Wednesday,March,False,cash
2023-11-02,MAMMO_0876,Mammography Unit,Women's Health,13,9.4,0.72,19,2867.99,0,6599.17,Thursday,November,False,insurance
2023-01-01,XRAY_0877,X-Ray Machine,Radiology,13,6.6,0.51,28,1654.18,0,36853.72,Sunday,January,True,insurance
2023-12-20,XRAY_0878,X-Ray Machine,Radiology,15,11.0,0.73,28,2319.79,0,45747.15,Wednesday,December,False,insurance
2023-10-07,MAMMO_0879,Mammography Unit,Women's Health,15,10.2,0.68,7,4796.72,0,29782.0,Saturday,October,True,insurance
2023-07-01,XRAY_0880,X-Ray Machine,Radiology,11,10.6,0.96,6,6193.23,0,10367.28,Saturday,July,True,cash
